Country Code,Countries/territories,Region,Year,Population group selected,Population analysed,% pop analysed of tot country pop,Population in Phase 3 or above #,Population in Phase 3 or above %,Population in Phase 1 #,Population in Phase 1 %,Population in Phase 2 #,Population in Phase 2 %,Population in Phase 3 #,Population in Phase 3 %,Population in Phase 4 #,Population in Phase 4 %,Population in Phase 5 #,Population in Phase 5 %,Major Food Crisis,Primary driver,Secondary driver,Tertiary driver,Total country population,Total country GDP (US$),GDP per capita (US$)
JOR,Jordan,MENA,2018,Refugees,661747.0,1.0,92645.0,0.14,132349,0.19999939553938287,436753.0,0.6599999697769692,,,,,,,,Conflict/insecurity,,,10462306.0,43370860704.2254,4145.43989673265
KAZ,Kazakhstan,ASIA,2018,,,,,,,,,,,,,,,,,,,,18932727.0,179339977690.485,9472.48527327758
KEN,Kenya,EAST AFRICA,2018,Whole country,46300000.0,1.0,2550000.0,0.06,merged with Phase 2 ,,43750000.0,0.9449244060475162,,,,,,,Y,Weather extremes,,,50207107.0,92202979985.2863,1836.45275528993
KGZ,Kyrgyzstan,ASIA,2018,Whole country,,,,,,,,,,,,,,,,,,,6444079.0,8271106235.41552,1283.5203037417
KHM,Cambodia,ASIA,2018,,,,,,,,,,,,,,,,,,,,16274522.0,33145892168.8958,2036.67377566578
KIR,Kiribati,ASIA,2018,,,,,,,,,,,,,,,,,,,,122084.0,233514717.441266,1912.73809378187
LAO,Lao People's Democratic Republic,ASIA,2018,,,,,,,,,,,,,,,,,,,,7128045.0,18141641089.7963,2545.1075420815
LBN,Lebanon ,MENA,2018,Refugees,1500000.0,1.0,502500.00000000006,0.335,142499.99999999994,0.09499999999999996,855000.0,0.57,,,,,,,,Conflict/insecurity,,,5984119.0,54901519155.5556,9174.53666204759
LBR,Liberia,WEST AFRICA,2018,Whole country,4243477.0,0.87,43489.0,0.010248435422178558,3573780,0.8421820125335898,626208.0,0.14756955204423164,43489.0,0.010248435422178558,0.0,0.0,0.0,0.0,N,Weather extremes,,,4944726.0,3422754800.0,692.203127129794
LBY,Libya,MENA,2018,Whole country,6600000.0,1.0,298000.0,0.04515151515151515,merged with Phase 2 ,,6302000.0,0.9548484848484848,,,,,,,N,Conflict/insecurity,,,6849055.0,76686029772.1483,11196.5854810844
LCA,Saint Lucia,LAC,2018,,,,,,,,,,,,,,,,,,,,177017.0,2060955555.55556,11642.6984727769
LKA,Sri Lanka,ASIA,2018,Whole country,,,,,,,,,,,,,,,,,,,21670000.0,94450015982.8405,4358.56095906047
LSO,Lesotho,CS AFRICA,2018,Whole country,1454255.0,0.64,273667.0,0.19,702789,0.4832625639932474,477802.0,0.33,230682.0,0.16,42953.0,0.03,0.0,0.0,N,Weather extremes,,,2183603.0,2556247291.99785,1170.65569702819
MAR,Morocco,MENA,2018,,,,,,,,,,,,,,,,,,,,35839760.0,127341147581.818,3501.69799804688
MDA,Moldova,EU,2018,,,,,,,,,,,,,,,,,,,,2707203.0,11252353420.8798,4156.44981956646
MDG,Madagascar,CS AFRICA,2018,Whole country,2999494.0,0.12,1522468.0,0.5075749443072731,576680,0.19,667717.0,0.2226098801997937,1130323.0,0.3768378933246741,392145.0,0.13073705098259905,0.0,0.0,Y,Weather extremes,,,27494926.0,13760033282.2925,500.45718552916
MDV,Maldives,ASIA,2018,,,,,,,,,,,,,,,,,,,,473099.0,5404344162.69888,11423.2838427029
MEX,Mexico,LAC,2018,,,,,,,,,,,,,,,,,,,,124573711.0,1256300182775.8,10084.7937553679
MHL,Marshall Islands,ASIA,2018,,,,,,,,,,,,,,,,,,,,45285.0,220000000.0,4858.12079054875
MKD,North Macedonia,EU,2018,,,,,,,,,,,,,,,,,,,,1889051.0,12683068114.2388,6713.98925398989
MLI,Mali,WEST AFRICA,2018,Whole country,18876001.0,0.97,932651.0,0.04940935317814404,14527231,0.7696138075008578,3416119.0,0.18097683932099812,884708.0,0.04686946138644515,47943.0,0.0025398917916988877,0.0,0.0,N,Conflict/insecurity,,,20442030.0,20368015381.2413,996.379292136901
MMR,Myanmar,ASIA,2018,Whole country,7400000.0,0.14,823600.0,0.1112972972972973,merged with Phase 2 ,,6576400.0,0.8887027027027027,,,,,,,N,Conflict/insecurity,,,52272247.0,67860515989.517,1298.21310320785
MNE,Montenegro,EU,2018,,,,,,,,,,,,,,,,,,,,626438.0,5506942238.35668,8790.88152116679
MNG,Mongolia,ASIA,2018,,,,,,,,,,,,,,,,,,,,3208189.0,13178094720.4986,4107.64288528468
MOZ,Mozambique,CS AFRICA,2018,Whole country,28785007.0,0.94,1780512.0,0.06185553472333705,19166532,0.6658512190043935,7837963.0,0.2722932462722695,1333847.0,0.04633825518958533,446665.0,0.01551727953375172,0.0,0.0,Y,Weather extremes,,,29018644.0,15017358952.8452,517.507260258101
MRT,Mauritania,WEST AFRICA,2018,Whole country,3984231.0,0.88,538446.0,0.13514427250829583,2472078,0.6204655302365751,973707.0,0.24439019725512903,515113.0,0.12928793536318553,23333.0,0.0058563371451103114,0.0,0.0,N,Weather extremes,,,4337685.0,7473550557.07378,1722.93528854073
MUS,Mauritius,CS AFRICA,2018,,,,,,,,,,,,,,,,,,,,1265577.0,14735695930.9727,11643.4605962124
MWI,Malawi,CS AFRICA,2018,Whole country,15329133.0,0.82,3306405.0,0.2156941948380251,6914281,0.45617035223061864,5030032.0,0.32813545293135626,2857245.0,0.186393124777507,449160.0,0.0293010700605181,0.0,0.0,Y,Weather extremes,,,18528081.0,9879231591.52434,533.203173686705
MYS,Malaysia,ASIA,2018,,,,,,,,,,,,,,,,,,,,32910967.0,358788845712.53,10901.8019954421
NAM,Namibia,CS AFRICA,2018,,,,,,,,,,,,,,,,,,,,2577327.0,13682019076.4022,5308.60813408705
NER,Niger,WEST AFRICA,2018,Whole country,20881967.0,0.94,802855.0,0.03844728803565296,15038027,0.7201441799041249,5041085.0,0.24140853206022211,779070.0,0.03730826698461884,23785.0,0.001139021051034129,0.0,0.0,Y,Conflict/insecurity,,,22188069.0,12837307496.8821,578.568035680892
NGA,Nigeria,WEST AFRICA,2018,Whole country,98570394.0,0.5,5289761.0,0.05366480527611567,70612352,0.716364712917755,22668281.0,0.22997048180612933,5055073.0,0.05128388753320799,234688.0,0.0023809177429076726,0.0,0.0,Y,Conflict/insecurity,,,204938755.0,421739251509.08,2057.87944554011
NIC,Nicaragua,LAC,2018,,6010767.0,1.0,15000.0,0.002495521786154745,merged with Phase 2 ,,5995767.0,0.9975044782138452,,,,,,,N,Weather extremes,,,6400080.0,13025221974.232,2035.16549390507
NPL,Nepal,ASIA,2018,Whole country,,,,,,,,,,,,,,,,,,,28079689.0,33111525237.149,1179.19843190389
PAK,Pakistan,ASIA,2018,Whole country,2286033.0,0.01,1983646.0,0.8677241317163839,55152,0.024125635981632813,247235.0,0.1081502323019834,,,,,,,Y,Weather extremes,,,226928892.0,356128166704.921,1569.33814626355
PER,Peru,LAC,2018,Migrants,300000.0,0.55,42000.0,0.14,58000,0.19333333333333333,200000.0,0.6666666666666666,,,,,,,,Economic shocks,,,31897584.0,222597009739.235,6978.49121548627
PHL,Philippines,ASIA,2018,Whole country,,,,,,,,,,,,,,,,,,,109465287.0,346841896587.313,3168.51036609727
PLW,Palau,ASIA,2018,,,,,,,,,,,,,,,,,,,,17814.0,288546300.0,16197.7265072415
PNG,Papua New Guinea,ASIA,2018,Whole country,,,,,,,,,,,,,,,,,,,9394513.0,24109780708.0268,2566.36833735041
PRK,Democratic People's Republic of Korea,ASIA,2018,Whole country,,,,,,,,,,,,,,,,,,,25931147.0,,
PRY,Paraguay,LAC,2018,,,,,,,,,,,,,,,,,,,,6427382.0,40225448340.6322,6258.44991640954
PSE,Palestine,MENA,2018,,4950000.0,1.0,1700000.0,0.3434343434343434,2409284.9484,0.48672423200000003,840715.0516,0.16984142456565657,,,,,,,Y,Conflict/insecurity,,,4569087.0,16276600000.0,3562.33094270256
RUS,Russian Federation,,2018,,,,,,,,,,,,,,,,,,,,145398106.0,1657328773461.31,11211.8876953125
RWA,Rwanda,EAST AFRICA,2018,,,,,,,,,,,,,,,,,,,,12487996.0,9637904518.99702,771.773511057901
SDN,Sudan,EAST AFRICA,2018,Whole country,43874985.0,1.0,6175799.0,0.1407589996896865,23958607,0.5460653034981094,13740579.0,0.31317569681220403,5574843.0,0.12706199215794603,600956.0,0.013697007531740467,0.0,0.0,Y,Economic shocks,,,44230596.0,32333780383.2924,731.027465820313
SEN,Senegal,WEST AFRICA,2018,Whole country,12531179.0,0.77,751130.0,0.05994088824363614,8577253,0.6844729454427233,3202796.0,0.25558616631364056,721274.0,0.057558351053799486,29856.0,0.0023825371898366465,0.0,0.0,N,Weather extremes,,,15914498.0,23116701556.1381,1452.55612562445
SLB,Solomon Islands,ASIA,2018,,,,,,,,,,,,,,,,,,,,709101.0,1615478393.28614,2278.20633913383
SLE,Sierra Leone,WEST AFRICA,2018,Whole country,6622480.0,0.86,106831.0,0.016131570046266655,5005757,0.7558734794216064,1509892.0,0.22799495053212693,106831.0,0.016131570046266655,0.0,0.0,0.0,0.0,N,Weather extremes,,,7554563.0,6390514688.52816,845.914540460932
SLV,El Salvador,LAC,2018,,1350963.0,0.21099526270644836,214005.0,0.16,770266,0.5701606927798911,366692.0,0.27,179033.0,0.13,34972.0,0.03,0.0,0.0,Y,Weather extremes,,,6219807.0,26020850000.0,4183.54620971358
SOM,Somalia,EAST AFRICA,2018,Whole country,12327529.0,1.0000000811192575,2728000.0,0.2212933346171808,6888529,0.558792358144118,2711000.0,0.21991430723870128,2232000.0,0.18105818286860245,496000.0,0.04023515174857832,0.0,0.0,Y,Conflict/insecurity,,,15452487.0,7873440830.00128,509.525801898508
SRB,Serbia,MENA,2018,,,,,,,,,,,,,,,,,,,,6982604.0,52787520248.9242,7559.86165747394
SSD,South Sudan,EAST AFRICA,2018,Whole country,10350874.0,0.9434317764559911,6062000.0,0.5856510281160798,1063874,0.10278107916297696,3225000.0,0.31156789272094315,4320000.0,0.4173560609471239,1695000.0,0.16375428780217013,47000.0,0.004540679366785838,Y,Conflict/insecurity,,,10122977.0,,
STP,São Tomé and Principe,CS AFRICA,2018,,,,,,,,,,,,,,,,,,,,210187.0,383717327.830508,1825.59971753966
SUR,Suriname,LAC,2018,,,,,,,,,,,,,,,,,,,,599513.0,3996198866.57453,6665.74180472239
SWZ,Eswatini,CS AFRICA,2018,Whole country,949824.0,0.85,246639.0,0.2256041227985123,401783,0.4230078414527323,301402.0,0.31732405161377264,168108.0,0.153770725130301,78531.0,0.07183339766821131,0.0,0.0,Y,Weather extremes,,,1168929.0,4644696656.36967,3973.46344933667
SYR,Syrian Arab Republic,MENA,2018,Whole country,19955156.0,1.0,6500000.0,0.32573035259659205,10955156,0.5489887425585648,2500000.0,0.1252809048448431,,,,,,,Y,Conflict/insecurity,,,19577845.0,21497782867.6426,1098.0668642357
TCD,Chad,WEST AFRICA,2018,Whole country,13855374.0,0.9,990706.0,0.07150337479161516,9923301,0.7162059284722303,2941367.0,0.2122906967361545,956668.0,0.06904671068424426,34038.0,0.0024566641073709016,0.0,0.0,Y,Conflict/insecurity,,,16156531.0,15327000248.8701,948.656629871231
TGO,Togo,WEST AFRICA,2018,,,,,,,,,,,,,,,,,,,,8258778.0,7029300383.08031,851.130806891807
THA,Thailand,ASIA,2018,,,,,,,,,,,,,,,,,,,,71376079.0,506754208404.485,7099.77650081458
TJK,Tajikistan,ASIA,2018,,,,,,,,,,,,,,,,,,,,9307333.0,7764999999.45362,834.288404578801
TKM,Turkmenistan,ASIA,2018,,,,,,,,,,,,,,,,,,,,6655524.0,40765428571.4286,6125.05169712085
TLS,Timor-Leste,ASIA,2018,,,,,,,,,,,,,,,,,,,,1275959.0,1555988614.43594,1219.46599728983
TON,Tonga,ASIA,2018,,,,,,,,,,,,,,,,,,,,105567.0,489714529.780507,4638.8978542585
TUN,Tunisia,MENA,2018,,,,,,,,,,,,,,,,,,,,11765514.0,42686504459.801,3628.10366464236
TUR,Türkiye,MENA,2018,Whole country,2173419.6,0.6,239076.15600000002,0.11,612904.3272000002,0.2820000000000001,1321439.1168,0.608,,,,,,,,Conflict/insecurity,,,81407204.0,778972108040.602,9568.83506330228
TUV,Tuvalu,ASIA,2018,,,,,,,,,,,,,,,,,,,,10751.0,48015259.8751356,4466.12034928245
TZA,United Republic of Tanzania,CS AFRICA,2018,,,,,,,,,,,,,,,,,,,,57437145.0,57003712892.0858,1023.10626220703
UGA,Uganda,EAST AFRICA,2018,Refugees,40000000.0,1.0,1100000.0,0.0275,merged with Phase 2 ,,38900000.0,0.9725,,,,,,,Y,Weather extremes,,,41565831.0,32927025619.6795,792.16570022814
UKR,Ukraine,EU,2018,,6210000.0,0.13971711087333455,1100000.0,0.17713365539452497,merged with Phase 2 ,,5110000.0,0.822866344605475,,,,,,,Y,Conflict/insecurity,,,45208907.0,130891088293.55,3059.0517578125
UZB,Uzbekistan,ASIA,2018,,,,,,,,,,,,,,,,,,,,32373490.0,58695899092.1083,1813.08530813664
VCT,Saint Vincent and the Grenadines,LAC,2018,,,,,,,,,,,,,,,,,,,,104926.0,884329629.62963,8428.12677153069
VEN,Venezuela (Bolivarian Republic of),LAC,2018,,,,,,,,,,,,,,,,,,,,29807592.0,,
VNM,Vietnam,ASIA,2018,,,,,,,,,,,,,,,,,,,,96237319.0,310106478394.659,3222.31003125366
VUT,Vanuatu,ASIA,2018,,,,,,,,,,,,,,,,,,,,285259.0,914727908.137793,3206.65748718811
WSM,Samoa,ASIA,2018,,,,,,,,,,,,,,,,,,,,207582.0,878448433.404342,4231.81409469194
XKX,Kosovo,MENA,2018,,,,,,,,,,,,,,,,,,,,1797086.0,7878759714.82322,4384.18624084947
YEM,Yemen,MENA,2018,Whole country,29884585.0,1.0,15900000.0,0.5320468729948902,5109585,0.17097727808500604,8875000.0,0.2969758489201038,10879500.0,0.3640505631916923,4957000.0,0.1658714685179667,63500.0,0.0021248412852311652,Y,Conflict/insecurity,,,34085182.0,21606160663.0131,633.887202450998
ZAF,South Africa,CS AFRICA,2018,,,,,,,,,,,,,,,,,,,,58613001.0,405260723892.517,6914.1780318076
ZMB,Zambia,CS AFRICA,2018,,7080214.0,0.4020752132779849,1172455.0,0.1655959833982419,3836971,0.5375895417850365,1991706.0,0.2782325505980469,876393.0,0.12,375143.0,0.047080639088027565,0.0,0.0,Y,Weather extremes,,,17973569.0,26311507273.6735,1463.89997855593
ZWE,Zimbabwe,CS AFRICA,2018,Whole country,9300000.0,0.6178505391642835,1900000.0,0.20430107526881722,merged with Phase 2 ,,7400000.0,0.7956989247311828,,,,,,,Y,Economic shocks,,,15034452.0,34156057417.3285,2271.85250365817
AFG,Afghanistan,ASIA,2019,Whole country,36660879.0,1.0,13902678.0,0.38,11695013,0.32,11063188.0,0.3,10534591.0,0.29,3368087.0,0.09,0.0,0.0,Y,Conflict/insecurity,,,37856121.0,18799444490.1128,496.6025042585
AGO,Angola,CS AFRICA,2019,,903937.0,0.028403362136684995,561836.0,0.62,148727,0.164532484011607,193374.0,0.21,271607.0,0.3,290229.0,0.32,0.0,0.0,Y,Weather extremes,,,32375632.0,70897962732.0277,2189.85571407618
ALB,Albania,MENA,2019,,,,,,,,,,,,,,,,,,,,2854191.0,15585111614.0376,5460.4305086932
ARG,Argentina,LAC,2019,,,,,,,,,,,,,,,,,,,,44973465.0,447754683615.225,9955.97478680428
ARM,Armenia,MENA,2019,,,,,,,,,,,,,,,,,,,,2962500.0,13619290539.2116,4597.22887399548
ASM,American Samoa,LAC,2019,,,,,,,,,,,,,,,,,,,,50209.0,647000000.0,12886.1359517218
AZE,Azerbaijan,MENA,2019,,,,,,,,,,,,,,,,,,,,10024283.0,48174235294.1176,4805.75371765917
BDI,Burundi,EAST AFRICA,2019,Whole country,11500000.0,1.0,200000.0,0.02,merged with Phase 2 ,,11300000.0,0.9826086956521739,,,,,,,N,Weather extremes,,,12255336.0,2576518879.82353,210.236494521532
BEN,Benin,WEST AFRICA,2019,,,,,,,,,,,,,,,,,,,,12726755.0,14391686313.4641,1130.82135339795
BFA,Burkina Faso,WEST AFRICA,2019,Whole country,21398997.0,1.0,1219078.87,0.06,16570765.13,0.7743711132816179,3609153.0,0.17,1190713.0,0.05564340235198874,28365.870000000003,0.0,0.0,0.0,Y,Conflict/insecurity,,,20961952.0,16032813503.3707,764.853077774946
BGD,Bangladesh,ASIA,2019,Whole country,3505000.0,1.0,1299000.0,0.37,merged with Phase 2 ,,2206000.0,0.6293865905848788,,,,,,,Y,Conflict/insecurity,,,164913055.0,351231654603.692,2129.79896954606
BGR,Bulgaria,MENA,2019,,,,,,,,,,,,,,,,,,,,6616726.0,68634004792.1,10372.8044341114
BIH,Bosnia and Herzegovina,MENA,2019,,,,,,,,,,,,,,,,,,,,3345533.0,20482608755.379,6122.3753450882
BLR,Belarus,MENA,2019,,,,,,,,,,,,,,,,,,,,9419758.0,64410170653.4569,6837.77339645635
BLZ,Belize,LAC,2019,,,,,,,,,,,,,,,,,,,,385829.0,2388300000.0,6190.04792278445
BOL,Bolivia,LAC,2019,,,,,,,,,,,,,,,,,,,,11671386.0,40895322850.9407,3503.89601123129
BRA,Brazil,LAC,2019,,,,,,,,,,,,,,,,,,,,207455459.0,1873288205059.69,9029.83326681073
BTN,Bhutan,ASIA,2019,,,,,,,,,,,,,,,,,,,,764824.0,2735683570.46155,3576.87987100503
BWA,Botswana,CS AFRICA,2019,,,,,,,,,,,,,,,,,,,,2332083.0,16725908148.5481,7172.08956480028
CAF,Central African Republic,CS AFRICA,2019,Whole country,4391870.0,0.9100435142975549,1809109.0,0.42,796757,0.18141634429070078,1786004.0,0.41,1343336.0,0.31,465773.0,0.11,0.0,0.0,Y,Conflict/insecurity,,,4944703.0,2221301351.43918,449.228467602439
CHN,China,ASIA,2019,,,,,,,,,,,,,,,,,,,,1407745000.0,14560167101283.4,10342.9009524335
CIV,Côte d'Ivoire,WEST AFRICA,2019,Whole country,19752781.0,0.7699999999999999,59028.0,0.0,17088729,0.8651302821612815,2605024.0,0.13,59028.0,0.0,0.0,0.0,0.0,0.0,N,Weather extremes,,,28193009.0,60382894697.3557,2141.76836170115
CMR,Cameroon,WEST AFRICA,2019,Whole country,16121122.0,0.64,1368371.8659382157,0.08,10904241.31706386,0.6763946899641265,3848508.8169979234,0.23872461136442957,1196623.8602315478,0.07,171748.005706668,0.01,0.0,0.0,Y,Conflict/insecurity,,,25506095.0,39667757527.6578,1555.22660476477
COD,Democratic Republic of the Congo,CS AFRICA,2019,Whole country,59872947.0,0.6898520238273553,15577676.0,0.26,17264472,0.2883517993527194,27030799.0,0.45,11660505.0,0.19,3917171.0,0.07,0.0,0.0,Y,Conflict/insecurity,,,92947442.0,51775829877.2088,557.044161335917
COG,Congo,CS AFRICA,2019,Whole country,,,,,,,,,,,,,,,,,,,5616661.0,13976637779.9763,2488.42466724916
COG,Congo - refugees,CS AFRICA,2019,Whole country,,,,,,,,,,,,,,,,,,,5616661.0,13976637779.9763,2488.42466724916
COL,Colombia,LAC,2019,,,,,,,,,,,,,,,,,,,,49907985.0,323031701192.84,6472.54544924705
COL,Colombia - migrants,LAC,2019,Migrants,1630903.0,1.0,890635.0,0.55,67359,0.04130165926483672,672909.0,0.4125990325604895,,,,,,,,Economic shocks,,,49907985.0,323031701192.84,6472.54544924705
COM,Comoros,CS AFRICA,2019,,,,,,,,,,,,,,,,,,,,786578.0,1195019531.03664,1519.26386326167
CPV,Cabo Verde,WEST AFRICA,2019,Whole country,481156.0,0.8745857970419137,9871.0,0.02,408837,0.849697395439317,62448.0,0.13,9871.0,0.02,0.0,0.0,0.0,0.0,N,Weather extremes,,,514104.0,2252177124.32402,4380.78117331128
CRI,Costa Rica,LAC,2019,,,,,,,,,,,,,,,,,,,,4999553.0,64417670521.3339,12884.6859951947
CUB,Cuba,LAC,2019,,,,,,,,,,,,,,,,,,,,11202846.0,103427600000.0,9232.26115935183
DJI,Djibouti,EAST AFRICA,2019,Whole country,,,,,,,,,,,,,,,,,,,1088709.0,3088851450.30694,2837.16902340932
DMA,Dominica,LAC,2019,,,,,,,,,,,,,,,,,,,,67880.0,644259259.259259,9491.14995962374
DOM,Dominican Republic,LAC,2019,,,,,,,,,,,,,,,,,,,,10894043.0,89146130744.723,8183.01623600375
DZA,Algeria,MENA,2019,Refugees,,,,,,,,,,,,,,,,,,,43294546.0,193459662090.677,4468.45341883656
ECU,Ecuador,LAC,2019,,,,,,,,,,,,,,,,,,,,17340021.0,107595830000.0,6205.05765246766
ECU,Ecuador - migrants,LAC,2019,Migrants,385000.0,1.0,292600.0,0.76,,,92400.0,0.24,,,,,,,,Economic shocks,,,17340021.0,107595830000.0,6205.05765246766
EGY,"Egypt, Arab Rep.",MENA,2019,Refugees,,,,,,,,,,,,,,,,,,,107553158.0,318678815489.749,2962.98892023003
ERI,Eritrea,EAST AFRICA,2019,Whole country,,,,,,,,,,,,,,,,,,,3240194.0,,
ETH,Ethiopia,EAST AFRICA,2019,Whole country,28727077.0,0.2563109681563897,7966980.0,0.27,10726519,0.3733940282194391,10033578.0,0.35,6110416.0,0.21,1856564.0,0.06,0.0,0.0,Y,Weather extremes,,,115737383.0,95912620248.0592,828.709080522921
FJI,Fiji,ASIA,2019,,,,,,,,,,,,,,,,,,,,914899.0,5444407198.13478,5950.82866866702
FSM,"Micronesia, Fed. Sts.",ASIA,2019,,,,,,,,,,,,,,,,,,,,110282.0,394000000.0,3572.65918282222
GAB,Gabon,CS AFRICA,2019,,,,,,,,,,,,,,,,,,,,2267706.0,16874405465.391,7441.1786472281
GEO,Georgia,MENA,2019,,,,,,,,,,,,,,,,,,,,3720161.0,17638337116.9126,4741.2832715876
GHA,Ghana,WEST AFRICA,2019,,,,,,,,,,,,,,,,,,,,31258945.0,68352629246.1555,2186.65822682613
GIN,Guinea,WEST AFRICA,2019,Whole country,10070393.0,0.75,286553.0,0.03,8357608,0.8299187529225522,1426232.0,0.14162625033600973,286553.0,0.03,0.0,0.0,0.0,0.0,N,Weather extremes,,,13034346.0,13442861496.4454,1031.34146480732
GMB,Gambia,WEST AFRICA,2019,Whole country,1961480.0,0.8899999999999999,187564.469888682,0.1,1331038.530111318,0.6785888870196576,442877.0,0.23,187564.469888682,0.1,0.0,0.0,0.0,0.0,N,Weather extremes,,,2456844.0,1813609692.49994,738.186751987483
GNB,Guinea-Bissau,WEST AFRICA,2019,Whole country,1276307.0,0.63,131169.92,0.1,818320.41,0.6411626748109976,326816.67,0.25606430897895255,128664.80000000002,0.1,2505.12,0.0,0.0,0.0,N,Weather extremes,,,1967696.0,1588767975.59018,807.425524872835
GNQ,Equatorial Guinea,CS AFRICA,2019,,,,,,,,,,,,,,,,,,,,1670177.0,11364133549.7478,6804.14923073888
GRD,Grenada,LAC,2019,,,,,,,,,,,,,,,,,,,,115981.0,1213485185.18519,10462.7929159533
GTM,Guatemala,LAC,2019,,16626832.0,0.9457273192651158,3060874.0,0.18,8749243,0.5262122694208975,4816715.0,0.29,2492477.0,0.15,568397.0,0.03,0.0,0.0,Y,Weather extremes,,,17103803.0,77172317258.6478,4511.99755157656
GUY,Guyana,LAC,2019,,,,,,,,,,,,,,,,,,,,807665.0,5173760191.84652,6405.82443444562
HND,Honduras,LAC,2019,,5121413.0,0.53,963919.0,0.18,2362046,0.4612098262725541,1795448.0,0.35,787093.0,0.15,176826.0,0.03,0.0,0.0,Y,Weather extremes,,,9943633.0,24882225741.8119,2502.32744328073
HTI,Haiti,LAC,2019,Whole country,10450082.0,0.927824025570452,3673127.0,0.35,3537081,0.3384739947495149,3239874.0,0.31,2627469.0,0.25,1045658.0,0.1,0.0,0.0,Y,Economic shocks,,,11105163.0,15016090929.5125,1352.17204191532
IDN,Indonesia,ASIA,2019,,,,,,,,,,,,,,,,,,,,272489381.0,1119099871350.2,4106.94856160358
IND,India,ASIA,2019,,,,,,,,,,,,,,,,,,,,1389030312.0,2835606256558.19,2041.42863698585
IRN,"Iran, Islamic Rep.",MENA,2019,Refugees,,,,,,,,,,,,,,,,,,,87051648.0,333519146339.191,3831.27894763337
IRQ,Iraq,MENA,2019,Whole country,39309789.0,1.0,1770000.0,0.05,merged with Phase 2 ,,37539789.0,0.9549730475531171,,,,,,,Y,Conflict/insecurity,,,41192171.0,233636097800.338,5671.8568632942
JAM,Jamaica,LAC,2019,,,,,,,,,,,,,,,,,,,,2823271.0,15830766531.1474,5607.24299266608
JOR,Jordan,MENA,2019,Refugees,,,,,,,,,,,,,,,,,,,10671891.0,44503006338.0282,4170.1144003465
KAZ,Kazakhstan,ASIA,2019,,,,,,,,,,,,,,,,,,,,19209555.0,181667184854.501,9457.12614657136
KEN,Kenya,EAST AFRICA,2019,Whole country,13881444.0,0.2640362917031232,3096614.0,0.22307578375851964,4768703,0.3435307594800656,6016127.0,0.43,2739331.0,0.2,357283.0,0.03,0.0,0.0,Y,Weather extremes,,,51202827.0,100378436207.371,1960.40808854893
KGZ,Kyrgyzstan,ASIA,2019,Whole country,,,,,,,,,,,,,,,,,,,6590211.0,9371275264.36735,1421.99927504102
KHM,Cambodia,ASIA,2019,,,,,,,,,,,,,,,,,,,,16481304.0,36685356407.7206,2225.87705485686
KIR,Kiribati,ASIA,2019,,,,,,,,,,,,,,,,,,,,123921.0,216985388.322754,1750.9977188915
LAO,Lao People's Democratic Republic,ASIA,2019,,,,,,,,,,,,,,,,,,,,7237636.0,18740561512.5555,2589.32081035237
LBN,Lebanon ,MENA,2019,Refugees,916000.0,1.0,265640.0,0.29,73280,0.08,577080.0,0.63,,,,,,,,Conflict/insecurity,,,5794594.0,51605959131.2741,8905.88005497437
LBR,Liberia,WEST AFRICA,2019,Whole country,4349564.0,0.8700000000000001,41411.0,0.01,3501852,0.8051041437716516,806301.0,0.185375131852296,41411.0,0.01,0.0,0.0,0.0,0.0,N,Economic shocks,,,5043721.0,3319596500.0,658.164180770507
LBY,Libya,MENA,2019,Whole country,6700000.0,1.0,336000.0,0.05,merged with Phase 2 ,,6364000.0,0.9498507462686567,,,,,,,N,Conflict/insecurity,,,6951033.0,69254496471.6938,9963.19489084483
LCA,Saint Lucia,LAC,2019,,,,,,,,,,,,,,,,,,,,177661.0,2095344444.44444,11794.0597229805
LKA,Sri Lanka,ASIA,2019,,,,,,,,,,,,,,,,,,,,21803000.0,88998706296.5783,4081.94772722003
LSO,Lesotho,CS AFRICA,2019,Whole country,1455255.0,0.6346511120802443,433727.0,0.3,467696,0.3213842247578603,553832.0,0.38,362503.0,0.25,71224.0,0.05,0.0,0.0,Y,Weather extremes,,,2209405.0,2390702295.82777,1082.05706777516
MAR,Morocco,MENA,2019,,,,,,,,,,,,,,,,,,,,36210898.0,128920266409.458,3508.09765625
MDA,Moldova,EU,2019,,,,,,,,,,,,,,,,,,,,2664224.0,11736797054.6965,4405.33418162155
MDG,Madagascar,CS AFRICA,2019,Whole country,4601075.0,0.18,1306975.0,0.28,1957163,0.4253708100824264,1336937.0,0.29,940615.0,0.2,366360.0,0.08,0.0,0.0,Y,Weather extremes,,,28219554.0,14104664678.5063,499.818837622534
MDV,Maldives,ASIA,2019,,,,,,,,,,,,,,,,,,,,487731.0,5726094799.37709,11740.2724029785
MEX,Mexico,LAC,2019,,,,,,,,,,,,,,,,,,,,125762982.0,1304106203902.45,10369.5553585271
MHL,Marshall Islands,ASIA,2019,,,,,,,,,,,,,,,,,,,,44007.0,232900000.0,5292.33985502306
MKD,North Macedonia,EU,2019,,,,,,,,,,,,,,,,,,,,1876262.0,12606338448.547,6718.85826635458
MLI,Mali,WEST AFRICA,2019,Whole country,20537000.0,1.0,648329.6900000001,0.03,16952609.74,0.8254667059453669,2936060.57,0.14296443346155718,609574.18,0.03,38755.51,0.0,0.0,0.0,Y,Conflict/insecurity,,,21068405.0,20477421884.5414,971.949318638092
