Country Code,Countries/territories,Region,Year,Population group selected,Population analysed,% pop analysed of tot country pop,Population in Phase 3 or above #,Population in Phase 3 or above %,Population in Phase 1 #,Population in Phase 1 %,Population in Phase 2 #,Population in Phase 2 %,Population in Phase 3 #,Population in Phase 3 %,Population in Phase 4 #,Population in Phase 4 %,Population in Phase 5 #,Population in Phase 5 %,Major Food Crisis,Primary driver,Secondary driver,Tertiary driver,Total country population,Total country GDP (US$),GDP per capita (US$)
RWA,Rwanda,EAST AFRICA,2020,Refugees,,,,,,,,,,,,,,,,,,,13065837.0,10174386854.812,778.701498787411
SDN,Sudan,EAST AFRICA,2020,Whole country,45198109.0,0.9973184691359496,9578685.0,0.21,19728053,0.4364796102421011,15891371.0,0.35,7410682.0,0.16,2168003.0,0.05,0.0,0.0,Y,Economic shocks,,,46789231.0,27034593750.0,577.795227050781
SEN,Senegal,WEST AFRICA,2020,Whole country,16705590.0,1.0,766725.2699999999,0.04589632991112555,12468577.27,0.746371560058639,3470287.4600000004,0.20773211003023542,757851.2599999999,0.04536512987568831,8874.009999999998,0.0005312000354372397,0.0,0.0,N,Weather extremes,,,16789219.0,24530513037.7518,1461.08720350553
SLB,Solomon Islands,ASIA,2020,,,,,,,,,,,,,,,,,,,,744498.0,1536145814.17007,2063.33101522108
SLE,Sierra Leone,WEST AFRICA,2020,Whole country,8260417.163379144,1.0,1304984.9347297654,0.15798051223310453,2912022.40425757,0.35252728120892257,4043409.8243918084,0.4894922065579729,1231461.707923984,0.14907984470607796,73523.22680578152,0.008900667527026552,0.0,0.0,Y,Economic shocks,,,7912558.0,6693888876.28565,845.982914284565
SLV,El Salvador,LAC,2020,,6779443.0,0.9931889184412099,684118.0,0.1,3852078,0.5681997768843251,2243247.0,0.33,589234.0,0.09,94884.0,0.01,0.0,0.0,N,Weather extremes,,,6234673.0,24921190000.0,3997.19279583709
SOM,Somalia,EAST AFRICA,2020,Whole country,12327530.0,1.0,2105000.0,0.17035042705229678,7212530,0.5850750312511914,3010000.0,0.24416894544162537,1705000.0,0.13830832291626952,400000.0,0.03244770039091367,0.0,0.0,Y,Weather extremes,,,16651191.0,8628393720.00185,518.184778494334
SRB,Serbia,MENA,2020,,,,,,,,,,,,,,,,,,,,6899126.0,55874017668.998,8098.70955668849
SSD,South Sudan,EAST AFRICA,2020,Whole country,11703111.0,1.0,6480000.0,0.55,1938111,0.1656064784825163,3285000.0,0.28,4735000.0,0.4,1745000.0,0.15,0.0,0.0,Y,Conflict/insecurity,,,10698467.0,,
STP,São Tomé and Principe,CS AFRICA,2020,,,,,,,,,,,,,,,,,,,,217435.0,471229484.607144,2167.22001796925
SUR,Suriname,LAC,2020,,,,,,,,,,,,,,,,,,,,612317.0,2911807496.20227,4755.39221710693
SWZ,Eswatini,CS AFRICA,2020,Whole country,1129155.0,0.9845252824345215,366261.0,0.32,378609,0.33530294777953423,384285.0,0.34,306623.0,0.27,59638.0,0.05,0.0,0.0,Y,Economic shocks,,,1192729.0,4120621324.89015,3454.784217446
SYR,Syrian Arab Republic,MENA,2020,Whole country,20666666.666666668,1.0,12400000.0,0.6,merged with Phase 2 ,,8266666.666666668,0.4,,,,,,,Y,Conflict/insecurity,,,21049429.0,12047752036.091,572.355289831901
TCD,Chad,WEST AFRICA,2020,Whole country,14640810.0,0.9,1017357.9500000001,0.06948781863844965,10543253.14,0.7201277210755416,3080198.9099999997,0.21038446028600874,882474.18,0.060274956098740444,134883.77000000002,0.009212862539709212,0.0,0.0,Y,Conflict/insecurity,,,17224679.0,14932897821.2387,866.947814890409
TGO,Togo,WEST AFRICA,2020,,5768550.0,0.77,281500.0,0.04879909162614522,4195990,0.7273907654436557,1291060.0,0.2238101429301991,276693.0,0.04796577996203552,4807.0,0.0008333116641096983,0.0,0.0,N,Economic shocks,,,8669720.0,7400284167.78479,853.578220263722
THA,Thailand,ASIA,2020,,,,,,,,,,,,,,,,,,,,71641484.0,500461898480.246,6985.64393892574
TJK,Tajikistan,ASIA,2020,,,,,,,,,,,,,,,,,,,,9749310.0,8133963550.65742,834.311715460625
TKM,Turkmenistan,ASIA,2020,,,,,,,,,,,,,,,,,,,,6949912.0,45818000000.0,6592.60146027748
TLS,Timor-Leste,ASIA,2020,,,,,,,,,,,,,,,,,,,,1326053.0,2162619240.86927,1630.86938521256
TON,Tonga,ASIA,2020,,,,,,,,,,,,,,,,,,,,105704.0,496856303.949489,4700.44940541029
TUN,Tunisia,MENA,2020,,,,,,,,,,,,,,,,,,,,11974057.0,42491780918.361,3548.65363663803
TUR,Türkiye,MENA,2020,Refugees,3924981.0,1.0,156999.24,0.04,1507192.7040000001,0.38400000000000006,2260789.056,0.576,153074.259,0.039,3924.981,0.001,,,,Conflict/insecurity,,,83384680.0,720338490327.248,8638.73903848102
TUV,Tuvalu,ASIA,2020,,,,,,,,,,,,,,,,,,,,10399.0,51746594.3148543,4976.11254109571
TZA,United Republic of Tanzania,CS AFRICA,2020,Whole country,4839520.0,0.08343280751659339,985278.0,0.2035900254570701,2198685,0.45431881674215624,1655557.0,0.34,760566.0,0.157157321387245,224712.0,0.04643270406982511,0.0,0.0,Y,Weather extremes,,,60972798.0,66068737786.0639,1117.41528320313
UGA,Uganda,EAST AFRICA,2020,Whole country,11483953.0,0.2510647559082661,2602848.0,0.22665087535624712,4565942,0.39759323292249626,4315163.0,0.38,1980053.0,0.17,622795.0,0.05,0.0,0.0,Y,Conflict/insecurity,,,44457152.0,37600368239.8824,845.76646385001
UKR,Ukraine,EU,2020,IDPs,6640000.0,0.1525334963787767,630000.0,0.09487951807228916,merged with Phase 2 ,,6010000.0,0.9051204819277109,,,,,,,N,Conflict/insecurity,,,44680014.0,156617722013.342,3709.76928710938
UZB,Uzbekistan,ASIA,2020,,,,,,,,,,,,,,,,,,,,33586372.0,66443265418.3086,1978.28051860763
VCT,Saint Vincent and the Grenadines,LAC,2020,,,,,,,,,,,,,,,,,,,,103526.0,864566666.666667,8351.20324040982
VEN,Venezuela (Bolivarian Republic of),LAC,2020,Whole country,,,,,,,,,,,,,,,,,,,28444077.0,,
VNM,Vietnam,ASIA,2020,,,,,,,,,,,,,,,,,,,,98079191.0,346615738537.796,3534.03953482647
VUT,Vanuatu,ASIA,2020,,,,,,,,,,,,,,,,,,,,298858.0,909421043.508407,3042.98711598286
WSM,Samoa,ASIA,2020,,,,,,,,,,,,,,,,,,,,211944.0,868898358.266437,4099.6600907147
XKX,Kosovo,MENA,2020,,,,,,,,,,,,,,,,,,,,1790151.0,7717145217.81247,4310.89065548799
YEM,Yemen,MENA,2020,Whole country,30041712.0,1.0,13479500.0,0.45,6542212,0.21777094461194488,10020000.0,0.33,9815000.0,0.33,3648000.0,0.12,16500.0,0.0,Y,Conflict/insecurity,,,36134863.0,,559.564675805502
ZAF,South Africa,CS AFRICA,2020,,,,,,,,,,,,,,,,,,,,60562381.0,337974655408.055,5580.60383075189
ZMB,Zambia,CS AFRICA,2020,Whole country,9245232.0,0.5176211858238621,2278098.0,0.24,4073759,0.41528811824300355,3127699.0,0.33,1866246.0,0.2,411852.0,0.04,0.0,0.0,Y,Economic shocks,,,19059395.0,18137764930.651,951.644316655957
ZWE,Zimbabwe,CS AFRICA,2020,Whole country,9706118.0,0.6627598497780812,4341420.0,0.45,2580563,0.2658697328839398,2784135.0,0.29,3294335.0,0.34,1047085.0,0.11,0.0,0.0,Y,Economic shocks,,,15526888.0,26868564055.12,1730.45391034701
AFG,Afghanistan,ASIA,2021,Whole country,41727304.0,1.0,22813658.0,0.55,6440548,0.15434852920284522,12473098.0,0.3,14073883.0,0.34,8739775.0,0.21,0.0,0.0,Y,Conflict/insecurity,,,40000412.0,14259995441.0759,356.496214115892
AGO,Angola,CS AFRICA,2021,,2750124.0,0.08567986132077932,1583997.0,0.58,482824,0.17556444727583193,683303.0,0.25,1167337.0,0.42,416660.0,0.15,0.0,0.0,Y,Weather extremes,,,34532429.0,66505129987.7235,1925.87466082167
ALB,Albania,MENA,2021,,,,,,,,,,,,,,,,,,,,2811666.0,18032009220.4405,6413.28280828537
ARG,Argentina,LAC,2021,,,,,,,,,,,,,,,,,,,,45312281.0,486564085480.036,10738.0179223384
ARM,Armenia,MENA,2021,,,,,,,,,,,,,,,,,,,,2962300.0,13878908628.9378,4685.17997128509
ASM,American Samoa,LAC,2021,,,,,,,,,,,,,,,,,,,,49225.0,750000000.0,15236.1604875571
AZE,Azerbaijan,MENA,2021,,,,,,,,,,,,,,,,,,,,10137750.0,54825411764.7059,5408.04535175023
BDI,Burundi,EAST AFRICA,2021,Whole country,11718311.0,0.9377973103905872,1613419.0,0.14,5074934,0.4330772583181996,5029958.0,0.43,1506739.0,0.13,106680.0,0.01,0.0,0.0,Y,Weather extremes,,,12965481.0,2775798697.46022,214.091455416133
BEN,Benin,WEST AFRICA,2021,Residents,9003837.0,0.72030696,281638.0,0.03127977550015621,7285824,0.8091910148973155,1436375.0,0.15952920960252834,281638.0,0.03127977550015621,0.0,0.0,0.0,0.0,N,Economic shocks,,,13413417.0,17687623534.6665,1318.65158107487
BFA,Burkina Faso,WEST AFRICA,2021,Whole country,21706163.0,0.9844387677889246,2867061.0,0.13208511333854814,14074879,0.6484277760191887,4764223.0,0.2194871106422632,2522691.0,0.11622003391387045,344370.0,0.015865079424677683,0.0,0.0,Y,Conflict/insecurity,,,21995243.0,19697516284.3787,895.535288442991
BGD,Bangladesh,ASIA,2021,Whole country,1497000.0,0.009089253187613843,1257349.0,0.84,merged with Phase 2 ,,239651.0,0.1600875083500334,,,,,,,Y,Conflict/insecurity,,,167658854.0,416271647911.014,2482.84917843357
BGR,Bulgaria,MENA,2021,,,,,,,,,,,,,,,,,,,,6507301.0,84414122840.1687,12972.2173356002
BIH,Bosnia and Herzegovina,MENA,2021,,,,,,,,,,,,,,,,,,,,3244907.0,23672712242.2149,7295.3438240957
BLR,Belarus,MENA,2021,,,,,,,,,,,,,,,,,,,,9302585.0,69673747131.87,7489.71894713888
BLZ,Belize,LAC,2021,,,,,,,,,,,,,,,,,,,,395346.0,2420550000.0,6122.61158580079
BOL,Bolivia,LAC,2021,,,,,,,,,,,,,,,,,,,,11937360.0,40406111693.1983,3384.84486462654
BRA,Brazil,LAC,2021,,,,,,,,,,,,,,,,,,,,209550294.0,1670647398904.9,7972.5366498646
BTN,Bhutan,ASIA,2021,,,,,,,,,,,,,,,,,,,,775442.0,2768802960.11204,3570.61257980872
BWA,Botswana,CS AFRICA,2021,,,,,,,,,,,,,,,,,,,,2401441.0,18750182234.5317,7807.88794500125
CAF,Central African Republic,CS AFRICA,2021,Whole country,4879385.0,0.9957928571428571,2289736.0,0.47,998449,0.20462599282491545,1591200.0,0.33,1657212.0,0.34,632524.0,0.13,0.0,0.0,Y,Conflict/insecurity,,,5112100.0,2516498412.46384,492.263142830507
CHN,China,ASIA,2021,,,,,,,,,,,,,,,,,,,,1412360000.0,18201698719564.0,12887.4357242941
CIV,Côte d'Ivoire,WEST AFRICA,2021,Whole country,16059751.0,0.57924772804049,944561.0,0.06,12303872,0.7661309319179357,2811318.0,0.18,944561.0,0.06,0.0,0.0,0.0,0.0,N,Economic shocks,,,29639736.0,72794636649.4342,2455.98127626488
CMR,Cameroon,WEST AFRICA,2021,Whole country,25931268.0,0.9999999614365189,2625472.0,0.10124734355450725,17458393,0.673256433121589,5847403.0,0.2254962233239038,2364914.0,0.09119931967846694,260558.0,0.010048023876040308,0.0,0.0,Y,Conflict/insecurity,,,26915758.0,45011937346.8384,1672.32657340872
COD,Democratic Republic of the Congo,CS AFRICA,2021,Whole country,96032609.0,0.9145962761904762,27262321.0,0.28,27991119,0.29147514882158415,40779169.0,0.42,20533697.0,0.21,6728624.0,0.07,0.0,0.0,Y,Conflict/insecurity,,,99148932.0,55328482783.5393,558.034077296358
COG,Congo,CS AFRICA,2021,Whole country,,,,,,,,,,,,,,,,,,,5892183.0,14825690210.9157,2516.16255145432
COG,Congo - refugees,CS AFRICA,2021,Whole country,,,,,,,,,,,,,,,,,,,5892183.0,14825690210.9157,2516.16255145432
COL,Colombia,LAC,2021,,,,,,,,,,,,,,,,,,,,51188173.0,318524633225.395,6222.62164397614
COL,Colombia - migrants,LAC,2021,Migrants,,,,,,,,,,,,,,,,,,,51188173.0,318524633225.395,6222.62164397614
COM,Comoros,CS AFRICA,2021,,,,,,,,,,,,,,,,,,,,818174.0,1299039311.76025,1587.72988601478
CPV,Cabo Verde,WEST AFRICA,2021,Whole country,,,,,,,,,,,,,,,,,,,516649.0,2051842618.70539,3971.44409203423
CRI,Costa Rica,LAC,2021,,,,,,,,,,,,,,,,,,,,5059988.0,64960725734.2362,12838.1185359009
CUB,Cuba,LAC,2021,,,,,,,,,,,,,,,,,,,,11122168.0,,
DJI,Djibouti,EAST AFRICA,2021,Whole country,1117143.0,1.0,194197.0,0.17,534001,0.4780059491040986,388945.0,0.35,167210.0,0.15,26987.0,0.02,0.0,0.0,N,Economic shocks,,,1121248.0,3392796953.08939,3025.91126413549
DMA,Dominica,LAC,2021,,,,,,,,,,,,,,,,,,,,67202.0,562911111.111111,8376.40414141113
DOM,Dominican Republic,LAC,2021,,,,,,,,,,,,,,,,,,,,11123476.0,94850719516.7127,8527.0754858205
DZA,Algeria,MENA,2021,Refugees,,,,,,,,,,,,,,,,,,,44761099.0,186231205262.082,4160.55926736925
ECU,Ecuador,LAC,2021,,,,,,,,,,,,,,,,,,,,17682454.0,107179074000.0,6061.32350181711
ECU,Ecuador - migrants,LAC,2021,Migrants,,,,,,,,,,,,,,,,,,,17682454.0,107179074000.0,6061.32350181711
EGY,"Egypt, Arab Rep.",MENA,2021,Refugees,131989.0,,36165.0,0.274,merged with Phase 2 ,,95824.0,0.7259998939305549,,,,,,,,Conflict/insecurity,,,110957008.0,424671765455.704,3827.35415374308
ERI,Eritrea,EAST AFRICA,2021,Whole country,,,,,,,,,,,,,,,,,,,3350183.0,,
ETH,Ethiopia,EAST AFRICA,2021,Whole country,56346877.0,0.49012627431195854,16756349.0,0.29737848647760906,22380042,0.3971833612003022,17210486.0,0.31,12072237.0,0.2142485554257071,4331216.0,0.07686701074843953,352896.0,0.01,Y,Conflict/insecurity,,,122138588.0,111261888668.864,910.947887074508
FJI,Fiji,ASIA,2021,,,,,,,,,,,,,,,,,,,,916711.0,4305031649.74189,4696.17103944634
FSM,"Micronesia, Fed. Sts.",ASIA,2021,,,,,,,,,,,,,,,,,,,,111624.0,391601946.963072,3508.22356270221
GAB,Gabon,CS AFRICA,2021,,,,,,,,,,,,,,,,,,,,2376722.0,19444935097.2333,8181.40914134398
GEO,Georgia,MENA,2021,,,,,,,,,,,,,,,,,,,,3708610.0,18853115588.8106,5083.60695484577
GHA,Ghana,WEST AFRICA,2021,,,,,,,,,,,,,,,,,,,,32518665.0,79514204730.3979,2445.18662529344
GIN,Guinea,WEST AFRICA,2021,Whole country,11115573.0,0.8336060380713713,683633.0,0.061502272532419154,8262248,0.7433038314803925,2169692.0,0.19519389598718842,683633.0,0.061502272532419154,0.0,0.0,0.0,0.0,N,Economic shocks,,,13710513.0,17069115737.8259,1244.96550477914
GMB,Gambia,WEST AFRICA,2021,Whole country,2455839.0,0.9660845127601538,113720.0,0.04630596712569513,1855577,0.7555776254062258,486542.0,0.19811640746807913,113720.0,0.04630596712569513,0.0,0.0,0.0,0.0,N,Economic shocks,,,2576010.0,2014158842.14596,781.890925169531
GNB,Guinea-Bissau,WEST AFRICA,2021,,1319425.0,0.639174233928299,100582.0,0.07623169183545862,933276,0.7073353923110446,285567.0,0.21643291585349678,100582.0,0.07623169183545862,0.0,0.0,0.0,0.0,N,Economic shocks,,,2058841.0,1878659686.58993,912.484104692847
GNQ,Equatorial Guinea,CS AFRICA,2021,,,,,,,,,,,,,,,,,,,,1758786.0,12215878032.7166,6945.63069794539
GRD,Grenada,LAC,2021,,,,,,,,,,,,,,,,,,,,116688.0,1122800000.0,9622.24050459345
GTM,Guatemala,LAC,2021,,16858333.0,1.0,3727600.0,0.23,6461787,0.3832992858783843,6668946.0,0.4,3299978.0,0.2,427622.0,0.03,0.0,0.0,Y,Economic shocks,,,17598650.0,86455519686.8841,4912.62225721201
GUY,Guyana,LAC,2021,,,,,,,,,,,,,,,,,,,,815482.0,8041362110.31175,9860.87014834386
HND,Honduras,LAC,2021,,9304380.0,1.0,3294065.0,0.35,2506918,0.2694341804612451,3503397.0,0.38,2678544.0,0.29,615521.0,0.07,0.0,0.0,Y,Economic shocks,,,10289877.0,28144331506.6149,2735.14751503977
HTI,Haiti,LAC,2021,Whole country,9536143.0,0.8739278941485374,4355735.0,0.46,2371987,0.24873651747881717,2808421.0,0.29,3198820.0,0.34,1156915.0,0.12,0.0,0.0,Y,Economic shocks,,,11374586.0,20877414952.6375,1835.44394078496
IDN,Indonesia,ASIA,2021,,,,,,,,,,,,,,,,,,,,276758053.0,1186509691086.73,4287.17313995098
IND,India,ASIA,2021,,,,,,,,,,,,,,,,,,,,1414203896.0,3167270623260.47,2239.61384367482
IRN,"Iran, Islamic Rep.",MENA,2021,Refugees,,,,,,,,,,,,,,,,,,,88455488.0,383436202446.695,4334.79268631354
IRQ,Iraq,MENA,2021,Whole country,6030632.0,0.14640776071117872,574638.0,0.1,merged with Phase 2 ,,5455994.0,0.9047134695003775,,,,,,,N,Conflict/insecurity,,,43071211.0,209691945713.103,4868.49431080783
JAM,Jamaica,LAC,2021,,,,,,,,,,,,,,,,,,,,2837682.0,14657586159.4316,5165.33782130331
JOR,Jordan,MENA,2021,Refugees,700000.0,1.0,148017.0,0.22,merged with Phase 2 ,,551983.0,0.7885471428571429,,,,,,,,Conflict/insecurity,,,11066356.0,46296100140.8451,4183.49998326866
KAZ,Kazakhstan,ASIA,2021,,,,,,,,,,,,,,,,,,,,19743603.0,197112255360.612,9983.60103576902
KEN,Kenya,EAST AFRICA,2021,Whole country,15152179.0,0.2755643072782163,2366237.0,0.16,7544468,0.4979130724366443,5241474.0,0.35,1998688.0,0.13,367549.0,0.02,0.0,0.0,Y,Weather extremes,,,53219166.0,109703658904.994,2061.35622089594
KGZ,Kyrgyzstan,ASIA,2021,Whole country,,,,,,,,,,,,,,,,,,,6851224.0,9249133946.26531,1349.99730650542
KHM,Cambodia,ASIA,2021,,,,,,,,,,,,,,,,,,,,16974305.0,36790163687.4421,2167.40324198499
KIR,Kiribati,ASIA,2021,,,,,,,,,,,,,,,,,,,,128377.0,285259893.983064,2222.04829512346
LAO,Lao People's Democratic Republic,ASIA,2021,,,,,,,,,,,,,,,,,,,,7453194.0,18827148530.9347,2526.05105018529
LBN,Lebanon ,MENA,2021,Whole country,1500000.0,1.0,735000.0,0.49,merged with Phase 2 ,,765000.0,0.51,,,,,,,,Conflict/insecurity,,,5718122.0,23131941556.7843,4045.37391066234
LBR,Liberia,WEST AFRICA,2021,Whole country,4714178.0,0.9118332688588008,939381.0,0.19926718931699228,2264675,0.48039658239464017,1510122.0,0.32033622828836755,776050.0,0.16462042799402143,163331.0,0.034646761322970836,0.0,0.0,N,Economic shocks,,,5259323.0,3513049500.0,667.96610514319
LBY,Libya,MENA,2021,Whole country,8200000.0,1.0,511000.0,0.06231707317073171,merged with Phase 2 ,,7689000.0,0.9376829268292682,,,,,,,N,Conflict/insecurity,,,7135175.0,35217995647.2862,4935.82787349801
LCA,Saint Lucia,LAC,2021,,,,,,,,,,,,,,,,,,,,178522.0,1867185185.18518,10459.1321248092
LKA,Sri Lanka,ASIA,2021,,,,,,,,,,,,,,,,,,,,22156000.0,88556698937.7033,3996.96240014909
LSO,Lesotho,CS AFRICA,2021,Whole country,1465150.0,0.7293654274365654,582169.0,0.4,404452,0.27604818619254,478529.0,0.33,481725.0,0.33,100444.0,0.07,0.0,0.0,Y,Economic shocks,,,2261542.0,2412130021.64641,1066.58643600093
MAR,Morocco,MENA,2021,,,,,,,,,,,,,,,,,,,,36954442.0,142022058447.231,3785.93627929688
MDA,Moldova,EU,2021,,,,,,,,,,,,,,,,,,,,2595809.0,13691869264.0794,5274.60582195352
MDG,Madagascar,CS AFRICA,2021,Whole country,4414391.0,0.1582685406430526,1642643.0,0.37,951649,0.22,1820100.0,0.41,1237868.0,0.28,404775.0,0.09,0.0,0.0,Y,Weather extremes,,,29691083.0,14354731964.331,483.469463351371
MDV,Maldives,ASIA,2021,,,,,,,,,,,,,,,,,,,,516154.0,5252457369.55218,10176.143882547
MEX,Mexico,LAC,2021,,,,,,,,,,,,,,,,,,,,127648148.0,1316569466735.28,10314.0506725979
MHL,Marshall Islands,ASIA,2021,,,,,,,,,,,,,,,,,,,,41367.0,258900000.0,6258.61193705127
MKD,North Macedonia,EU,2021,,,,,,,,,,,,,,,,,,,,1837114.0,14000283827.0154,7620.80296977508
MLI,Mali,WEST AFRICA,2021,Whole country,21112001.0,1.0000000473664268,1307073.0,0.06191137448316718,15720652,0.7446310749985281,4084276.0,0.19345755051830474,1245569.0,0.05899814991482807,61504.0,0.0029132245683391165,0.0,0.0,Y,Conflict/insecurity,,,22388630.0,22999245262.6719,1027.27345365357
MMR,Myanmar,ASIA,2021,Whole country,,,,,,,,,,,,,,,,,,,53387102.0,66345291160.1683,1242.72134419599
MNE,Montenegro,EU,2021,,,,,,,,,,,,,,,,,,,,625053.0,5861427505.12493,9377.48879714989
MNG,Mongolia,ASIA,2021,,,,,,,,,,,,,,,,,,,,3383741.0,15286441737.6686,4517.61578018785
MOZ,Mozambique,CS AFRICA,2021,Whole country,18143069.0,0.6034283901550981,2914056.0,0.16,6822024,0.3760126801039008,8406989.0,0.46,2649367.0,0.15,264689.0,0.01,0.0,0.0,Y,Conflict/insecurity,,,31707800.0,16168055475.4449,509.907829475551
MRT,Mauritania,WEST AFRICA,2021,Whole country,4271197.0,1.0,484150.6208925409,0.11335244450034519,2895721.5496392963,0.6779648772087301,891324.8294681627,0.2086826782909247,462342.3976493934,0.10824656358613134,21808.223243147553,0.005105880914213873,0.0,0.0,N,Economic shocks,,,4734874.0,9222536364.01272,1947.78918383313
MUS,Mauritius,CS AFRICA,2021,,,,,,,,,,,,,,,,,,,,1266334.0,11484348857.8529,9068.97300226707
MWI,Malawi,CS AFRICA,2021,Whole country,17677952.0,0.8965199281990971,2642540.0,0.15,8768783,0.49602934774344903,6266629.0,0.35,2509092.0,0.14,133448.0,0.01,0.0,0.0,Y,Weather extremes,,,20047258.0,12378129750.9872,617.447520802454
MYS,Malaysia,ASIA,2021,,,,,,,,,,,,,,,,,,,,34282399.0,373784823672.946,10903.1116425938
NAM,Namibia,CS AFRICA,2021,Whole country,2550226.0,1.0,750313.0,0.3,964174,0.37807394325051974,835739.0,0.33,631697.0,0.25,118616.0,0.05,0.0,0.0,Y,Economic shocks,,,2810548.0,12402486183.6396,4412.8355693052
NER,Niger,WEST AFRICA,2021,Whole country,24933140.0,1.0,2578385.0,0.1,16562593,0.6642802711571828,5792162.0,0.23,2429802.0,0.1,148583.0,0.006,0.0,0.0,Y,Conflict/insecurity,,,24502140.0,14915002436.069,608.722439593808
NGA,Nigeria,WEST AFRICA,2021,Whole country,159253322.0,0.7256471318271069,12936583.0,0.08,111339484,0.6991344519645248,34977255.0,0.22,12707875.0,0.08,228708.0,0.001,0.0,0.0,Y,Conflict/insecurity,,,218529286.0,440833635873.827,2017.27486481527
NIC,Nicaragua,LAC,2021,,6200000.0,1.0,400000.0,0.06,merged with Phase 2 ,,5800000.0,0.9354838709677419,,,,,,,N,Economic shocks,,,6644741.0,14209020361.8508,2138.38588469449
NPL,Nepal,ASIA,2021,,,,,,,,,,,,,,,,,,,,29475010.0,36924841394.2605,1252.75076731986
PAK,Pakistan,ASIA,2021,Whole country,18585223.0,0.0863424994192799,4658927.0,0.25067910134842075,7504844,0.40380704606019524,6421452.0,0.35,3567559.0,0.19,1091368.0,0.06,0.0,0.0,Y,Economic shocks,,,239477801.0,348516647445.148,1455.31922370186
PER,Peru,LAC,2021,Migrants,,,,,,,,,,,,,,,,,,,33155882.0,226328766459.634,6826.20255614477
PHL,Philippines,ASIA,2021,,,,,,,,,,,,,,,,,,,,113100950.0,394087359848.11,3484.38593882819
PLW,Palau,ASIA,2021,,,,,,,,,,,,,,,,,,,,17783.0,235752900.0,13257.2063206433
PNG,Papua New Guinea,ASIA,2021,,,,,,,,,,,,,,,,,,,,10012896.0,26109413521.3117,2607.57861874444
PRK,Democratic People's Republic of Korea,ASIA,2021,Whole country,,,,,,,,,,,,,,,,,,,26232534.0,,
PRY,Paraguay,LAC,2021,,,,,,,,,,,,,,,,,,,,6684182.0,39950899938.7482,5976.9317978996
PSE,Palestine,MENA,2021,,5101152.0,1.0,1779683.0,0.35,merged with Phase 2 ,,3321469.0,0.6511213545489333,,,,,,,Y,Conflict/insecurity,,,4922749.0,18109000000.0,3678.63565662194
RUS,Russian Federation,,2021,,,,,,,,,,,,,,,,,,,,144746762.0,1829186719575.1,12425.029296875
RWA,Rwanda,EAST AFRICA,2021,Refugees,113893.0,,36911.0,0.32,merged with Phase 2 ,,76982.0,0.6759151133081049,,,,,,,N,Conflict/insecurity,,,13355260.0,11078787095.1791,829.544845639777
SDN,Sudan,EAST AFRICA,2021,Whole country,46568825.0,0.9951323189693887,9769621.0,0.21,20273468,0.4353442029082761,16525736.0,0.35,7072838.0,0.15,2696783.0,0.06,0.0,0.0,Y,Weather extremes,,,48066924.0,34229513774.9936,712.122009277344
SEN,Senegal,WEST AFRICA,2021,Whole country,17215426.0,1.0077653083606508,488048.0,0.03,13597338,0.7898345356077741,3130040.0,0.18,481554.0,0.03,6494.0,0.0004,0.0,0.0,N,Economic shocks,,,17220867.0,27520784129.7508,1598.10676952274
SLB,Solomon Islands,ASIA,2021,,,,,,,,,,,,,,,,,,,,762591.0,1522794913.0914,1996.86976779348
SLE,Sierra Leone,WEST AFRICA,2021,Whole country,8100318.0,0.9585713445518068,1762535.0,0.2175882477700258,3512038,0.4335679167163561,2825745.0,0.34884371206167464,1672544.0,0.20647880737521662,89991.0,0.011109563846752683,0.0,0.0,Y,Economic shocks,,,8094602.0,7173379137.26091,886.192939104469
SLV,El Salvador,LAC,2021,,6779443.0,0.9931889184412099,985064.0,0.15,3355640,0.49497281708836555,2438739.0,0.36,863856.0,0.13,121208.0,0.02,0.0,0.0,Y,Economic shocks,,,6255782.0,29043140000.0,4642.60743101342
SOM,Somalia,EAST AFRICA,2021,Whole country,15737176.0,1.0,3465690.0,0.22022312008202743,8558586,0.5438450964772841,3712900.0,0.23593178344068846,2824960.0,0.1795086996548809,640730.0,0.04071442042714652,0.0,0.0,Y,Weather extremes,,,17271431.0,9483997390.00062,549.114742721701
SRB,Serbia,MENA,2021,,,,,,,,,,,,,,,,,,,,6834326.0,66159884072.5308,9680.52798074468
SSD,South Sudan,EAST AFRICA,2021,Whole country,12001787.0,0.9951730514096185,7189000.0,0.6,1675000,0.1395448027864517,3138000.0,0.26,4668000.0,0.39,2413000.0,0.2,108000.0,0.01,Y,Conflict/insecurity,,,10865780.0,,
STP,São Tomé and Principe,CS AFRICA,2021,,,,,,,,,,,,,,,,,,,,221961.0,524402455.54816,2362.58827248102
SUR,Suriname,LAC,2021,,,,,,,,,,,,,,,,,,,,617896.0,3107923197.96954,5029.84838543953
SWZ,Eswatini,CS AFRICA,2021,Whole country,1129155.0,0.9734094827586207,347422.0,0.3,348947,0.3090337464741333,432786.0,0.38,287785.0,0.25,59637.0,0.05,0.0,0.0,Y,Economic shocks,,,1206593.0,4785708165.93031,3966.29863253832
SYR,Syrian Arab Republic,MENA,2021,Whole country,21653000.0,1.0,12000000.0,0.55,merged with Phase 2 ,,9653000.0,0.445804276543666,,,,,,,Y,Conflict/insecurity,,,21628839.0,14353205678.4991,663.614245706815
